Genus,Env_0002b,Env_0014,Env_0015,Env_0018,Env_0020,Env_0033,Env_0055,Env_0061,Env_0063,Env_0087,Env_0088,Env_0090,Env_0096,Env_0101,Env_0126,Env_0138,Env_0213,Env_0221,Env_0262,Env_0275,Env_0313,Env_0346,Env_0354,Env_0398,Env_0400,Env_0552,Env_0576,Env_0579,Env_0583,Env_0584,Env_0585,Env_0660,Env_0664,Env_0682,Env_0686,Env_0717,Env_0719,Env_0742,Env_0746,Env_0748,Env_0790,Env_0802,Env_0806,Env_0807,Env_0808,Env_0809,Env_0813,Env_0815,Env_0816,Env_0817,Env_0818,Env_0820,Env_0821,Env_0828,Env_0829,Env_0830,Env_0862,Env_0865,Env_0868,Env_0516,Env_0517,Env_0518,Env_0519,Env_0520,Env_0521,Env_0522,Env_0523,Env_0524,Env_0525,Env_0526,Env_0527,Env_0528,Env_0529,Env_0530,Env_0531,Env_0532,Env_0533,Env_0534,Env_0535,Env_0536,Env_0537,Env_0538,Env_0539,Env_0540,Env_0541,Env_0542,Env_0543,Env_0544,Env_0545,Env_0546,Env_0547,Env_0548,Env_0549,Env_0550,Env_0551,Env_0553,Env_0554,Env_0555,Env_0556,Env_0557,Env_0558,Env_0559,Env_0560,Env_0561,Env_0562,Env_0563,Env_0564,Env_0565,Env_0566,Env_0567,Env_0568,Env_0569,Env_0570,Env_0571,Env_0572,Env_0573,Env_0574,Env_0575,Env_0577,Env_0578,Env_0580,Env_0581,Env_0582,Env_0617,Env_0619,Env_0620,Env_0642,Env_0643,Env_0657,Env_0674,Env_0697,Env_0701,Env_0705,Env_0707,Env_0708,Env_0712,Env_0714,Env_0715,Env_0716,Env_0720,Env_0749,Env_0751,Env_0753,Env_0754,Env_0756,Env_0759,Env_0768,Env_0770,Env_0788,Env_0789,Env_0798,Env_0799,Env_0800,Env_0801,Env_0839,Env_0842,Env_0847,Env_0856,Env_0858,Env_0873,Env_0875,Env_0877,Env_0879,Env_0882,Env_0885,Env_0887,Env_0889,Env_0893,Env_0895,Env_0907,Env_0909
Eliomys,2,4,0,2,0,30,228,4,2,5,0,0,0,4,16,0,0,4,52,0,0,0,0,2,0,40,142,11,21,23,10,0,0,0,0,0,0,0,0,0,0,0,7,16,8,1,0,0,1,0,0,0,0,0,0,0,0,0,14,6,0,17,12,143,38,65,19,5,21,3,30,3,19,9,7,4,5,34,9,6,1,7,37,4,7,9,5,5,23,58,0,3,10,12,2,6,1,4,10,0,4,5,11,33,4,19,4,11,4,54,48,11,2,5,13,119,273,13,5,2,13,8,10,0,0,2,0,0,0,0,0,1,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,26,1,0,10,0,0
Felis,142,0,0,7,0,0,6,12,0,0,0,0,0,133,0,0,29,58,0,0,0,0,0,0,0,2,14,0,0,0,0,1,0,2,24,8,8,0,0,0,0,0,29,1,3,14,0,0,0,1,0,1,0,0,0,1,0,0,1,42,0,988,110,29,15,612,634,75,804,1,6,0,1,0,1,2,4,1,1,4,1,1,1,8,1,0,0,0,0,14,0,3,1,1,0,3,1,11,0,4,0,0,2,0,0,3,0,1,4,1,2,0,0,0,1,0,14,0,2,2,46,0,0,0,0,0,60,29,46,22,33,39,0,0,17,12,0,0,9,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Panthera,129,0,0,7,0,0,12,6,1,0,1,0,0,30,70,2,17,12,16,0,0,0,0,9,1,40,109,12,7,88,13,0,0,0,0,0,0,0,0,0,0,0,12,19,1,13,0,1,0,0,1,2,0,0,0,0,0,0,24,8,0,102,13,54,41,71,104,14,149,13,44,1,4,4,1,3,5,14,2,2,0,11,8,1,9,0,1,0,5,91,1,0,0,5,0,12,5,15,0,4,1,2,8,14,6,36,5,24,0,2,1,0,0,0,6,0,7,0,15,4,19,5,5,2,0,0,9,3,1,6,4,8,0,0,2,0,0,0,0,1,0,0,0,10,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apodemus,1,3,0,0,0,1,0,1,0,2,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,24,71,18,12,79,35,0,0,0,0,0,2,0,0,0,0,0,8,14,0,4,1,0,0,0,0,0,0,0,1,6,0,0,13,8,0,9,65,64,21,21,40,0,29,13,24,1,254,5,3,0,2,16,3,27,4,4,71,8,11,4,5,0,10,25,4,4,0,7,0,23,4,14,1,10,12,0,10,67,5,27,4,6,7,7,7,2,0,1,83,20,10,0,24,5,40,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elephas,4,17,0,1,1,158,118,1,1,30,1,11,2,22,148,0,0,21,0,1,0,0,0,0,0,27,48,13,20,2,7,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,1,0,1,0,1,0,1,3,0,0,4,1,0,4,4,11,4,4,5,1,2,7,9,0,4,3,1,0,0,11,4,3,0,4,2,6,7,3,3,2,39,5,0,0,2,2,0,2,0,1,2,4,1,0,7,26,1,2,0,3,12,41,168,36,15,20,32,663,1027,38,1,2,13,3,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,1,39,0,0,0,0,0
Capra,6,0,0,40,0,0,157,467,18,320,0,6,3,836,929,242,219,80,932,0,0,4,0,5,7,13,43,1,5,4,16,0,0,0,0,0,0,2,0,0,0,0,19,135,1,22,0,0,7,2,5,0,1,0,0,2,0,0,100,4,0,7,0,18,114,21,17,1,9,4,71,0,2,1,2,13,0,2,0,5,2,5,9,3,23,8,0,0,15,20,0,6,3,5,0,9,15,36,1,0,0,1,4,5,2,16,31,5,4,0,6,0,1,2,8,0,0,2,5,4,87,15,15,16,0,0,0,2,2,2,0,259,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,8
Erinaceus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,103,8,21,21,3,0,0,0,0,5,19,0,0,0,0,0,178,811,18,539,1,1,0,0,0,0,0,0,0,0,0,0,153,0,0,6,1,96,0,18,23,0,2,7,0,0,133,15,0,0,3,0,0,2,10,0,3,4,62,1,0,0,16,471,7,17,7,125,9,215,50,715,2,12,5,0,222,1,3,0,0,0,1,0,0,0,0,1,2,0,0,0,0,5,42,25,13,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,7,31,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Muntiacus,0,1,0,0,0,0,0,2,0,1,0,0,0,14,4,3,0,0,28,0,0,0,5,0,0,77,94,7,25,70,13,0,0,0,0,0,0,0,0,0,0,0,1,10,1,2,0,0,0,0,1,0,0,3,0,1,0,0,6,3,3,11,44,39,381,87,60,4,8,10,52,3,2,7,14,29,15,44,0,16,10,10,14,12,91,24,0,1,11,7,0,1,0,0,0,0,0,1,0,2,1,0,2,14,1,11,157,15,8,3,1,0,0,0,9,0,5,5,9,6,6,23,88,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mus,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,2,16,0,0,0,0,0,0,13,45,10,24,21,36,0,0,0,0,0,0,0,0,0,0,0,8,1,1,0,0,0,1,0,1,0,0,0,6,1,0,0,12,3,1,16,32,27,12,29,37,1,50,10,19,1,4,10,1,0,0,16,0,4,3,4,26,1,11,4,3,0,13,19,0,2,1,0,0,6,0,4,1,13,7,3,6,33,2,16,4,4,7,6,25,3,1,2,35,95,41,5,48,1,55,6,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,15,0,0,0,0,0
Anser,4,1,0,4,0,0,124,0,0,16,0,0,0,2,0,2,114,5,2,0,0,0,0,0,0,2,15,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,2,0,0,30,2,0,6,2,11,2,8,2,1,10,1,4,52,4,4,0,3,0,14,1,28,3,7,7,8,13,17,2,44,80,4,0,1,0,1,2,0,1,1,43,27,10,6,605,433,34,17,9,118,86,109,303,16,14,79,862,25,435,60,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Microtus,0,0,0,4,0,0,0,10,3,2,0,0,0,0,4,2,0,1,0,0,0,0,0,0,0,1,120,6,14,55,43,0,0,0,0,0,0,0,0,0,0,0,7,12,1,1,0,0,1,0,0,0,0,0,0,2,0,0,5,6,0,13,13,101,33,37,40,5,30,13,49,5,2,2,0,6,0,17,4,15,7,11,3,2,7,2,2,0,7,12,0,3,0,0,0,12,1,7,4,2,4,2,5,29,2,32,5,15,0,4,13,0,2,1,30,39,12,1,29,1,46,12,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,19,3,9,0,0,6,0,0
Psittacus,0,0,0,1,0,179,184,2,0,14,0,0,0,0,0,0,8,3,0,0,0,2,0,0,0,7,102,8,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,19,4,0,9,3,23,8,104,9,4,12,6,12,1,6,13,4,3,1,53,4,2,1,5,39,7,11,22,9,0,42,0,0,0,0,0,0,3,0,1,23,0,3,11,33,18,8,1,2,4,18,44,124,29,5,31,56,908,226,20,1,2,6,1,25,0,0,31,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,4,0,0,7,0,0
Cairina,18,0,0,8,0,3104,545,32,8,42,0,0,0,12,0,0,0,14,0,0,0,0,0,0,0,3,59,7,3,15,2,0,0,0,0,0,0,4,0,0,0,0,2,0,1,0,0,0,0,1,2,0,0,2,0,3,0,0,0,0,0,2,0,9,2,11,1,2,9,0,1,0,3,0,1,0,0,2,1,7,0,19,7,4,23,11,4,2,68,0,0,0,0,1,0,1,1,1,1,1,2,3,9,208,4,11,1,2,92,94,726,19,21,35,108,714,36,178,0,1,6,4,0,0,0,0,0,0,10,0,0,2,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,2,0,0,33,0,0
Axis,12,2,0,14,0,0,61,398,37,35,0,0,0,27,133,13,37,0,15,2,0,0,1,4,0,4,30,0,1,26,5,0,0,0,0,0,0,0,0,1,0,0,2,15,0,0,0,0,1,1,0,0,1,0,0,1,0,0,4,2,0,3,2,20,26,3,5,0,2,4,17,0,1,0,0,3,1,7,0,1,0,2,1,0,6,2,0,0,0,37,0,0,0,0,0,2,0,4,1,1,0,2,1,1,0,9,8,5,3,0,1,0,1,0,0,0,1,0,0,1,3,5,1,8,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Arctonyx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,68,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,63,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,0,71,3,35,5,7,2,181,519,1,24,4,32,23,11,34,26,1,16,30,45,7,29,1,2,0,19,0,0,0,0,1,0,0,0,2,3,0,3,0,5,9,1,6,29,1,1,0,2,0,0,0,8,0,1,0,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
Dryomys,0,1,0,1,0,3,11,1,0,2,0,0,0,0,5,0,0,0,14,0,0,0,0,0,0,27,105,7,4,13,7,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,11,2,24,7,17,6,2,8,11,16,4,10,5,9,6,3,30,6,3,0,1,8,9,4,8,9,4,27,62,0,0,10,10,2,6,0,2,0,1,2,2,3,29,2,8,1,6,5,63,33,17,3,10,11,88,206,15,1,1,5,5,3,15,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,1,2,0,2,0,0,0,0,0
Streptopelia,0,0,0,0,0,2,6,0,0,8,0,0,0,9,4,0,0,1,0,0,0,0,0,0,0,2,0,12,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,4,0,45,0,41,2,3,6,11,36,1,21,149,7,2,6,1466,7,7,6,35,50,8,20,94,23,4,76,0,0,0,0,0,0,0,0,0,15,0,6,4,257,116,20,11,9,9,3,2,22,6,0,2,7,4,4,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,0,0,0,0,0
Vulpes,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,148,0,3,17,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,87,27,142,17,29,54,168,66,13,26,174,82,0,72,1,4,9,6,11,36,1,1,15,13,0,19,2,0,0,4,3,0,0,3,0,0,1,3,2,2,11,1,2,1,3,2,67,0,16,0,1,1,0,1,1,6,1,5,1,5,2,10,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Bubalus,0,1,0,5,0,1,11,7,1,24,0,0,0,5,22,4,46,1,36,0,0,0,0,0,0,3,32,2,2,7,3,0,0,0,0,0,0,0,0,0,0,0,0,20,1,9,0,0,1,0,0,0,3,0,0,0,0,0,12,3,0,4,1,35,6,4,9,0,4,3,9,0,2,0,0,3,1,3,0,1,0,0,0,0,3,0,1,0,1,14,1,1,0,2,0,1,1,10,0,4,0,2,1,1,0,7,4,2,0,1,1,0,0,0,0,0,4,0,3,0,7,2,2,0,0,0,0,0,0,0,0,14,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0
Gallinula,0,8,0,1,0,0,4,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,208,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,4,35,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,7,17,7,5,29,10,3,5,19,109,1,22,10,245,20,6,16,17,16,14,54,4022,46,23,13,11,5,49,6,0,0,1,5,0,45,3,2,2,0,5,1,150,231,6,1,1,1,3,0,1,0,0,0,1,1,2,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myodes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,26,3,6,12,9,0,0,0,0,0,0,0,0,0,0,0,2,9,2,7,0,1,0,0,1,0,1,0,0,1,0,0,3,1,0,7,1,35,12,16,15,6,7,4,8,1,8,3,1,0,0,20,3,3,0,0,7,3,3,1,1,0,11,47,0,0,0,1,4,7,0,11,1,3,1,2,6,20,1,8,3,3,3,10,18,4,2,3,12,94,38,5,11,1,10,4,1,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,22,3,2,16,0,0,10,0,0
Muscardinus,2,0,0,0,0,1,0,6,0,1,0,1,2,1,17,0,1,2,4,0,0,0,0,1,0,15,26,2,1,2,3,1,0,0,0,0,0,0,0,0,0,0,6,18,1,15,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,3,3,28,0,15,8,2,5,5,3,0,1,1,0,2,0,6,2,0,0,3,1,4,3,1,0,0,10,11,1,0,0,3,0,2,0,9,0,1,0,3,6,18,0,2,2,2,1,4,24,8,2,7,13,141,237,10,2,1,4,1,4,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,20,10,1,20,0,0,0,0,0
Praomys,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,0,0,0,0,0,0,0,0,6,17,5,5,3,26,0,0,0,0,0,0,0,0,0,0,0,8,12,1,5,0,0,1,0,0,0,0,0,3,3,0,0,10,4,0,7,13,37,5,20,28,2,24,3,3,1,7,1,0,2,0,5,0,1,0,1,4,0,11,1,2,0,5,24,0,1,2,3,1,4,1,24,1,5,2,1,5,6,1,8,1,4,12,3,3,0,0,0,15,0,1,3,20,2,25,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,44,0,0,0,0,0
Ursus,0,0,0,0,0,0,1,0,0,1,0,1,0,0,12,2,0,0,0,0,0,0,0,0,0,2,102,1,2,10,10,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10,7,0,14,2,33,35,22,10,2,27,7,30,0,0,0,1,1,2,4,2,0,2,3,1,5,3,3,1,1,1,8,0,1,0,0,0,2,0,6,0,1,2,2,5,7,5,44,0,12,2,3,2,2,0,4,1,1,0,1,2,3,19,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0
Paradoxurus,8,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,1,2,1,0,0,0,0,0,0,14,139,2,8,90,2,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,5,0,20,31,16,36,23,25,4,16,29,49,1,1,2,1,3,1,11,5,2,2,11,2,1,6,3,1,0,7,20,11,0,0,0,1,0,3,5,3,4,3,1,2,10,6,39,3,19,0,0,2,0,0,0,10,0,2,1,2,6,8,14,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Prionailurus,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,63,2,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,48,6,15,18,54,38,2,28,3,16,0,1,1,0,2,2,4,0,0,0,8,0,0,1,1,0,0,2,18,0,0,0,0,0,1,1,2,0,3,2,2,1,3,1,21,1,10,1,0,0,0,0,1,0,0,0,0,5,1,8,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Ailurus,1,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,140,6,8,261,4,0,0,0,0,0,0,0,0,0,0,0,4,7,0,3,1,0,0,0,0,0,0,2,0,0,0,0,1,2,2,30,6,48,49,35,19,0,33,14,64,1,4,1,0,18,2,19,2,1,2,14,4,0,6,2,0,1,2,4,0,0,0,2,0,5,1,7,0,0,4,0,8,14,3,72,2,22,1,1,1,0,0,0,3,0,1,1,3,3,16,15,0,0,0,32,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anourosorex,2,14,0,2,0,8,6,2,0,6,0,5,0,4,110,0,0,4,0,1,0,1,2,0,0,11,19,2,0,2,1,1,0,3,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11,39,12,6,10,13,0,6,5,5,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1,21,0,0,1,0,0,2,2,5,0,2,0,0,3,2,0,5,0,10,0,1,1,0,0,0,4,3,4,0,2,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,11,0,0,0,0,0
Arvicola,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,4,27,14,9,20,8,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,22,10,7,9,2,9,8,11,2,6,2,1,1,2,2,3,17,0,3,30,0,5,1,2,0,4,3,0,1,0,0,1,15,1,0,0,8,3,0,3,27,0,7,3,1,0,1,3,1,0,0,25,1,1,0,21,0,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
Suncus,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,15,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,5,107,31,1,11,15,1,3,10,4,0,0,0,1,2,0,3,0,1,1,0,0,0,3,0,0,0,4,115,0,1,0,3,1,0,1,12,0,0,1,0,3,11,0,11,1,1,1,2,5,0,0,1,25,6,4,1,2,0,8,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0
Mammalia,1,0,0,2,0,0,6,4,2,0,0,0,0,19,19,3,18,4,74,1,0,0,0,4,0,4,5,8,9,4,0,0,0,0,0,0,0,0,0,0,0,0,12,66,0,50,0,0,0,0,0,0,0,0,0,1,0,0,21,1,0,0,0,9,1,4,2,1,3,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,27,0,0,1,1,62,7,0,0,3,1,16,6,67,0,34,0,3,18,0,0,0,1,0,0,0,1,0,1,0,0,0,2,1,2,2,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
Myotis,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,56,0,0,129,23,1,3,3,13,0,0,0,0,0,0,0,0,0,0,0,5,28,3,12,0,0,0,0,1,0,0,1,0,1,0,0,10,4,1,8,385,12,10,13,108,1,12,70,11,0,5,1,0,1,4,6,6,0,50,8,4,2,10,1,1,0,7,19,0,16,1,9,3,9,14,27,0,15,6,5,2,5,11,19,0,2,16,6,1,1,0,0,91,2,5,0,7,6,10,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hylomyscus,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,42,39,1,0,4,17,0,0,0,0,0,0,0,0,0,0,0,2,10,1,5,0,0,1,0,0,0,0,0,0,3,0,0,3,4,3,5,55,16,9,9,31,1,16,9,14,0,6,4,0,1,0,5,2,5,0,2,0,0,6,2,2,0,3,52,7,3,1,7,0,4,3,10,1,3,1,2,5,2,3,10,2,4,1,0,1,0,0,0,11,1,2,0,6,0,11,4,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Hylobatidae,1,0,0,58,0,0,21,9,3,8,5,0,0,25,1,12,23,8,0,1,0,2,0,46,2,4,0,0,2,1,0,0,0,0,1,0,0,0,0,4,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,9,3,0,1,1,5,0,0,5,0,6,5,1,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,2,470,0,0,4,3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,7,0,2,0,1,0,1,1,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,7,7,0,0,0,0,0
Hemiechinus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,7,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,11,36,2,28,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,3,96,4,1,4,58,0,1,57,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,3,38,0,2,2,15,1,16,5,51,0,0,2,0,13,0,2,0,0,0,0,0,0,0,0,1,38,0,0,0,0,2,9,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manis,0,1,0,3,0,0,3,6,1,1,0,1,0,0,17,2,1,1,1,0,0,0,0,0,0,5,21,3,2,21,28,0,0,0,0,0,0,0,0,0,0,0,2,5,0,3,0,2,0,0,0,0,0,0,1,0,0,0,4,6,0,5,52,47,9,8,8,2,11,11,5,0,0,0,0,2,0,7,1,2,0,1,2,0,3,1,1,0,2,80,0,1,1,1,2,0,0,5,2,0,1,1,6,5,3,12,1,3,3,1,1,6,3,1,15,7,7,1,3,4,7,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mustela,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,71,0,0,0,0,0,0,0,27,26,0,4,7,3,0,0,0,5,0,5,0,0,0,0,0,24,56,3,16,0,0,0,1,1,0,0,0,1,0,0,0,26,2,9,0,3,9,6,3,8,1,1,5,33,0,2,2,1,17,0,2,0,0,0,0,0,1,4,0,0,0,4,20,0,4,5,12,4,3,2,11,1,1,4,3,3,1,1,16,0,4,0,0,1,0,0,0,3,0,0,1,5,0,3,5,0,0,0,0,5,10,2,0,4,4,0,0,0,6,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
